Roses,1890,https://images.metmuseum.org/CRDImages/ep/web-large/DP346475.jpg,Vincent van Gogh
Wheat Field with Cypresses,1889,https://images.metmuseum.org/CRDImages/ep/web-large/DT1567.jpg,Vincent van Gogh
Women Picking Olives,1889,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17161-001.jpg,Vincent van Gogh
Madonna and Child with the Annunciation and the Nativity,ca. 1310�15,https://images.metmuseum.org/CRDImages/ep/web-large/DP367958.jpg,Goodhart Ducciesque Master
Portrait of a Man,ca. 1520�25,https://images.metmuseum.org/CRDImages/ep/web-large/DP231747.jpg,Jan Gossart (called Mabuse)
Virgin and Child,,https://images.metmuseum.org/CRDImages/ep/web-large/DP164792.jpg,Jan Gossart (called Mabuse)
Sebasti�n Mart�nez y P�rez (1747�1800),1792,https://images.metmuseum.org/CRDImages/ep/web-large/DT2776.jpg,Goya (Francisco de Goya y Lucientes)
"Ignacio Garcini y Queralt (1752�1825), Brigadier of Engineers",1804,https://images.metmuseum.org/CRDImages/ep/web-large/DT11822.jpg,Goya (Francisco de Goya y Lucientes)
Josefa de Castilla Portugal y van Asbrock de Garcini (1775�about 1850),1804,https://images.metmuseum.org/CRDImages/ep/web-large/DT11823.jpg,Goya (Francisco de Goya y Lucientes)
"Tiburcio P�rez y Cuervo (1785/86�1841), the Architect",1820,https://images.metmuseum.org/CRDImages/ep/web-large/DP295718.jpg,Goya (Francisco de Goya y Lucientes)
Manuel Osorio Manrique de Zu�iga (1784�1792),1787�88,https://images.metmuseum.org/CRDImages/ep/web-large/DP287624.jpg,Goya (Francisco de Goya y Lucientes)
"Jos� Costa y Bonells (died l870), Called Pepito",ca. 1810,https://images.metmuseum.org/CRDImages/ep/web-large/DP123853.jpg,Goya (Francisco de Goya y Lucientes)
Narcisa Bara�ana de Goicoechea,,https://images.metmuseum.org/CRDImages/ep/web-large/DP-22705-001.jpg,Goya (Francisco de Goya y Lucientes)
Majas on a Balcony,ca. 1800�1810,https://images.metmuseum.org/CRDImages/ep/web-large/DP-20750-001.jpg,Goya (Francisco de Goya y Lucientes)
Don Bernardo de Iriarte (1735�1814),,https://images.metmuseum.org/CRDImages/ep/web-large/DP-23289-001.jpg,Goya
Infanta Mar�a Luisa (1782�1824) and Her Son Carlos Luis (1799�1883),,https://images.metmuseum.org/CRDImages/ep/web-large/DP-22884-001.jpg,Goya
"Ferdinand VII (1784�1833), When Prince of Asturias",,https://images.metmuseum.org/CRDImages/ep/web-large/DP-22708-001.jpg,Goya
"Mar�a Luisa of Parma (1751�1819), Queen of Spain",,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17561-001.jpg,Goya
A City on a Rock,,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17460-001.jpg,Goya
Bullfight in a Divided Ring,,https://images.metmuseum.org/CRDImages/ep/web-large/DP-22552-001.jpg,Goya (Francisco de Goya y Lucientes)
Sandy Road with a Farmhouse,1627,https://images.metmuseum.org/CRDImages/ep/web-large/DP147598.jpg,Jan van Goyen
Country House near the Water,1646,https://images.metmuseum.org/CRDImages/ep/web-large/DP145923.jpg,Jan van Goyen
The Pelkus Gate near Utrecht,1646,https://images.metmuseum.org/CRDImages/ep/web-large/DP145926.jpg,Jan van Goyen
View of Haarlem and the Haarlemmer Meer,1646,https://images.metmuseum.org/CRDImages/ep/web-large/DP146495.jpg,Jan van Goyen
Castle by a River,1647,https://images.metmuseum.org/CRDImages/ep/web-large/DP145936.jpg,Jan van Goyen
River View with a Village Church,,https://images.metmuseum.org/CRDImages/ep/web-large/DP143185.jpg,Jan van Goyen
"Saints Nicholas of Tolentino, Roch, Sebastian, and Bernardino of Siena, with Kneeling Donors",1481,https://images.metmuseum.org/CRDImages/ep/web-large/DT10247.jpg,Benozzo Gozzoli (Benozzo di Lese di Sandro)
The Conversion of Saint Paul,,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19453-001.jpg,Benozzo Gozzoli (Benozzo di Lese di Sandro)
Saint Peter and Simon Magus,,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19452-001.jpg,Benozzo Gozzoli (Benozzo di Lese di Sandro)
Saint Zenobius Resuscitating a Dead Child,,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19454-001.jpg,Benozzo Gozzoli (Benozzo di Lese di Sandro)
Totila before Saint Benedict,,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19455-001.jpg,Benozzo Gozzoli (Benozzo di Lese di Sandro)
Scenes from the Life of Saint John the Baptist,ca. 1506�7,https://images.metmuseum.org/CRDImages/ep/web-large/DP214411.jpg,Francesco Granacci (Francesco di Andrea di Marco)
Saint John the Baptist Bearing Witness,ca. 1506�7,https://images.metmuseum.org/CRDImages/ep/web-large/DT11166.jpg,Francesco Granacci
The Choir of the Capuchin Church in Rome,1814�15,https://images.metmuseum.org/CRDImages/ep/web-large/DT2550.jpg,Fran�ois Marius Granet
The Adoration of the Shepherds,ca. 1605�10,https://images.metmuseum.org/CRDImages/ep/web-large/DP123919.jpg,El Greco (Domenikos Theotokopoulos)
The Adoration of the Shepherds,ca. 1612�14,https://images.metmuseum.org/CRDImages/ep/web-large/DT2722.jpg,El Greco (Domenikos Theotokopoulos) and Workshop
Christ Healing the Blind,ca. 1570,https://images.metmuseum.org/CRDImages/ep/web-large/DT407.jpg,El Greco (Domenikos Theotokopoulos)
Cardinal Fernando Ni�o de Guevara (1541�1609),ca. 1600,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17777-001.jpg,El Greco (Domenikos Theotokopoulos)
Portrait of an Old Man,ca. 1595�1600,https://images.metmuseum.org/CRDImages/ep/web-large/DP-24083-001.jpg,El Greco (Domenikos Theotokopoulos)
View of Toledo,ca. 1599�1600,https://images.metmuseum.org/CRDImages/ep/web-large/DP349564.jpg,El Greco (Domenikos Theotokopoulos)
The Vision of Saint John,ca. 1608�14,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17641-001.jpg,El Greco (Domenikos Theotokopoulos)
Saint Andrew,ca. 1610,https://images.metmuseum.org/CRDImages/ep/web-large/DP-20335-001.jpg,El Greco
All Saints,,https://images.metmuseum.org/CRDImages/ep/web-large/ep31.67.9.bw.R.jpg,Greek Painter
Broken Eggs,1756,https://images.metmuseum.org/CRDImages/ep/web-large/DP-12952-001.jpg,Jean-Baptiste Greuze
Aegina Visited by Jupiter,ca. 1767�69,https://images.metmuseum.org/CRDImages/ep/web-large/DP-12954-001.jpg,Jean-Baptiste Greuze
"Charles Claude de Flahaut (1730�1809), Comte d'Angiviller",1763,https://images.metmuseum.org/CRDImages/ep/web-large/DP-19779-001.jpg,Jean-Baptiste Greuze
Head of a Young Woman,possibly 1780s,https://images.metmuseum.org/CRDImages/ep/web-large/DP-18078-001.jpg,Jean-Baptiste Greuze
Study of a Woman�s Head,ca. 1780,https://images.metmuseum.org/CRDImages/ep/web-large/DP-12955-001.jpg,Jean-Baptiste Greuze
"Madame Jean-Baptiste Nicolet (Anne Antoinette Desmoulins, 1743�1817)",late 1780s,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13040-001.jpg,Jean-Baptiste Greuze
Princess Varvara Nikolaevna Gagarina (1762�1802),ca. 1780�82,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13039-001.jpg,Jean-Baptiste Greuze
Jean Jacques Caffi�ri (1725�1792),ca. 1765,https://images.metmuseum.org/CRDImages/ep/web-large/DP123933.jpg,Jean-Baptiste Greuze
Head of a Young Boy,1763,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13038-001.jpg,Jean-Baptiste Greuze
Sir Joshua Reynolds (1723�1792),,https://images.metmuseum.org/CRDImages/ep/web-large/ep62.122.60.R.jpg,William Grimaldi
"The Empress Elizabeth of Russia (1709�1762) on Horseback, Attended by a Page",after 1743�49,https://images.metmuseum.org/CRDImages/ep/web-large/DP368624.jpg,Georg Christoph Grooth
Fantastic Landscape,ca. 1765,https://images.metmuseum.org/CRDImages/ep/web-large/DP-18296-023.jpg,Francesco Guardi
Fantastic Landscape,ca. 1765,https://images.metmuseum.org/CRDImages/ep/web-large/DT4562.jpg,Francesco Guardi
Fantastic Landscape,ca. 1765,https://images.metmuseum.org/CRDImages/ep/web-large/DT9351.jpg,Francesco Guardi
Venice from the Bacino di San Marco,ca. 1765�75,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-015.jpg,Francesco Guardi
Piazza San Marco,late 1760s,https://images.metmuseum.org/CRDImages/ep/web-large/DT1384.jpg,Francesco Guardi
Santa Maria della Salute,mid- to late 1760s,https://images.metmuseum.org/CRDImages/ep/web-large/ep71.120.bw.R.jpg,Francesco Guardi
The Grand Canal above the Rialto,late 1760s,https://images.metmuseum.org/CRDImages/ep/web-large/DP124053.jpg,Francesco Guardi
Venice: The Dogana and Santa Maria della Salute,,https://images.metmuseum.org/CRDImages/ep/web-large/DT8847.jpg,Francesco Guardi
Venice: The Rialto,,https://images.metmuseum.org/CRDImages/ep/web-large/DT8848.jpg,Francesco Guardi
Madonna and Child,,https://images.metmuseum.org/CRDImages/ep/web-large/DP244551.jpg,Guariento di Arpo
Samson Captured by the Philistines,1619,https://images.metmuseum.org/CRDImages/ep/web-large/DT503.jpg,Guercino (Giovanni Francesco Barbieri)
The Vocation of Saint Aloysius (Luigi) Gonzaga,ca. 1650,https://images.metmuseum.org/CRDImages/ep/web-large/DT1956.jpg,Guercino (Giovanni Francesco Barbieri)
"Alexandre Th�odore Victor (1760�1829), Comte de Lameth",ca. 1789�90,https://images.metmuseum.org/CRDImages/ep/web-large/DP327726.jpg,Jean Urbain Gu�rin
Portrait of a Woman,ca. 1815,https://images.metmuseum.org/CRDImages/ep/web-large/259972.jpg,Jean Urbain Gu�rin
An Allegory,1710�20,https://images.metmuseum.org/CRDImages/ep/web-large/EP542.jpg,Domenico Guidobono
The Painter Louis Joseph Maurice (1730�1820),1772,https://images.metmuseum.org/CRDImages/ep/web-large/ep95.14.53.R.jpg,Peter Adolf Hall
Portrait of a Woman,,https://images.metmuseum.org/CRDImages/ep/web-large/36747.jpg,Peter Adolf Hall
Portrait of a Young Woman,ca. 1790,https://images.metmuseum.org/CRDImages/ep/web-large/64075.jpg,Peter Adolf Hall
Portrait of a Woman,,https://images.metmuseum.org/CRDImages/ep/web-large/175505.jpg,Peter Adolf Hall
A Banquet,1628,https://images.metmuseum.org/CRDImages/ep/web-large/DP143192.jpg,Dirck Hals
Young Man and Woman in an Inn,1623,https://images.metmuseum.org/CRDImages/ep/web-large/DP145899.jpg,Frans Hals
Portrait of a Bearded Man with a Ruff,1625,https://images.metmuseum.org/CRDImages/ep/web-large/DP145927.jpg,Frans Hals
"Anna van der Aar (born 1576/77, died after 1626)",1626,https://images.metmuseum.org/CRDImages/ep/web-large/DP171420.jpg,Frans Hals
Petrus Scriverius (1576�1660),1626,https://images.metmuseum.org/CRDImages/ep/web-large/DP247208.jpg,Frans Hals
Paulus Verschuur (1606�1667),1643,https://images.metmuseum.org/CRDImages/ep/web-large/DP146480.jpg,Frans Hals
"Portrait of a Man, Possibly Nicolaes Pietersz Duyst van Voorhout (born about 1600, died 1650)",ca. 1636�38,https://images.metmuseum.org/CRDImages/ep/web-large/DP124055.jpg,Frans Hals
Merrymakers at Shrovetide,ca. 1616�17,https://images.metmuseum.org/CRDImages/ep/web-large/DP145901.jpg,Frans Hals
Portrait of a Man,early 1650s,https://images.metmuseum.org/CRDImages/ep/web-large/DP146458.jpg,Frans Hals
Portrait of a Woman,"ca. 1650, reworked probably 18th century",https://images.metmuseum.org/CRDImages/ep/web-large/DP143203.jpg,Frans Hals
The Smoker,ca. 1623�25,https://images.metmuseum.org/CRDImages/ep/web-large/DP146499.jpg,Frans Hals
Boy with a Lute,ca. 1625,https://images.metmuseum.org/CRDImages/ep/web-large/DP145900.jpg,Frans Hals
Frans Hals (1582/83�1666),probably 1650s,https://images.metmuseum.org/CRDImages/ep/web-large/DP251935.jpg,Frans Hals
Malle Babbe,,https://images.metmuseum.org/CRDImages/ep/web-large/DP-22962-001.jpg,Frans Hals
Portrait of a Woman,ca. 1653,https://images.metmuseum.org/CRDImages/ep/web-large/DP146498.jpg,Adriaen Hanneman
Self-Portrait,,https://images.metmuseum.org/CRDImages/ep/web-large/DP170288.jpg,George Henry Harlow
Moonrise,1885,https://images.metmuseum.org/CRDImages/ep/web-large/DP238263.jpg,Henri-Joseph Harpignies
"Ali Pasha (born about 1741, died 1822)",1822,https://images.metmuseum.org/CRDImages/ep/web-large/ep95.14.52.R.jpg,Jacob Ritter von Hartmann
A Vase of Flowers,1716,https://images.metmuseum.org/CRDImages/ep/web-large/DP-15788-001.jpg,Margareta Haverman
Agnes Sewell,possibly ca. 1800,https://images.metmuseum.org/CRDImages/ep/web-large/135216.jpg,Thomas Hazlehurst
Still Life with a Glass and Oysters,ca. 1640,https://images.metmuseum.org/CRDImages/ep/web-large/DP147903.jpg,Jan Davidsz de Heem
Still Life: A Banqueting Scene,probably ca. 1640�41,https://images.metmuseum.org/CRDImages/ep/web-large/DP104986.jpg,Jan Davidsz de Heem
"Jacob Willemsz van Veen (1456�1535), the Artist's Father",1532,https://images.metmuseum.org/CRDImages/ep/web-large/DP257598.jpg,Maarten van Heemskerck
Henriette Sontag (1806�1854),ca. 1835,https://images.metmuseum.org/CRDImages/ep/web-large/126053.jpg,Franz Napoleon Heigel
Lola Montez (1818�1861),,https://images.metmuseum.org/CRDImages/ep/web-large/ep42.53.3.R.jpg,Josef Heigel
Portrait of a Man,1647,https://images.metmuseum.org/CRDImages/ep/web-large/DP143191.jpg,Bartholomeus van der Helst
The Musician,1662,https://images.metmuseum.org/CRDImages/ep/web-large/DP-18251-001.jpg,Bartholomeus van der Helst
The Calling of Saint Matthew,,https://images.metmuseum.org/CRDImages/ep/web-large/DT201070.jpg,Jan Sanders van Hemessen
A Bather (Echo),1881,https://images.metmuseum.org/CRDImages/ep/web-large/EP966.jpg,Jean-Jacques Henner
Young Woman Praying,,https://images.metmuseum.org/CRDImages/ep/web-large/DP-23287-001.jpg,Jean-Jacques Henner
The Huis ten Bosch at The Hague and Its Formal Garden (View from the South),ca. 1668�70,https://images.metmuseum.org/CRDImages/ep/web-large/DP145408.jpg,Jan van der Heyden
The Huis ten Bosch at The Hague and Its Formal Garden (View from the East),ca. 1668�70,https://images.metmuseum.org/CRDImages/ep/web-large/DP145409.jpg,Jan van der Heyden
"Portrait of a Young Man, Probably Robert Devereux (1566�1601), Second Earl of Essex",1588,https://images.metmuseum.org/CRDImages/ep/web-large/DP327706.jpg,Nicholas Hilliard
Portrait of a Woman,1597,https://images.metmuseum.org/CRDImages/ep/web-large/DP327707.jpg,Nicholas Hilliard
Portrait of a Woman,ca. 1590,https://images.metmuseum.org/CRDImages/ep/web-large/DP102154.jpg,Nicholas Hilliard
Entrance to a Village,ca. 1665,https://images.metmuseum.org/CRDImages/ep/web-large/DP146444.jpg,Meyndert Hobbema
Woodland Road,ca. 1670,https://images.metmuseum.org/CRDImages/ep/web-large/DP252576.jpg,Meyndert Hobbema
The Wedding of Stephen Beckingham and Mary Cox,1729,https://images.metmuseum.org/CRDImages/ep/web-large/DP159333.jpg,William Hogarth
"Benedikt von Hertenstein (born about 1495, died 1522)",1517,https://images.metmuseum.org/CRDImages/ep/web-large/DP280366.jpg,Hans Holbein the Younger
Hermann von Wedigh III (died 1560),1532,https://images.metmuseum.org/CRDImages/ep/web-large/DP164836.jpg,Hans Holbein the Younger
Derick Berck of Cologne,1536,https://images.metmuseum.org/CRDImages/ep/web-large/DP280854.jpg,Hans Holbein the Younger
Portrait of a Man in a Red Cap,1532�35,https://images.metmuseum.org/CRDImages/ep/web-large/DP280848.jpg,Hans Holbein the Younger
William Roper (1493/94�1578),1535�36,https://images.metmuseum.org/CRDImages/ep/web-large/DP331437.jpg,Hans Holbein the Younger
"Margaret Roper (Margaret More, 1505�1544)",1535�36,https://images.metmuseum.org/CRDImages/ep/web-large/DP331439.jpg,Hans Holbein the Younger
"Thomas Wriothesley (1505�1550), First Earl of Southampton",ca. 1535,https://images.metmuseum.org/CRDImages/ep/web-large/DP331436.jpg,Hans Holbein the Younger
"Lady Guildford (Mary Wotton, 1499�1558)",,https://images.metmuseum.org/CRDImages/ep/web-large/DP164800.jpg,Hans Holbein the Younger
"Lady Lee (Margaret Wyatt, born about 1509)",early 1540s,https://images.metmuseum.org/CRDImages/ep/web-large/DP349558.jpg,Hans Holbein the Younger
"Portrait of a Man, Said to Be Arnold Franz",,https://images.metmuseum.org/CRDImages/ep/web-large/ep62.122.109.R.jpg,Hans Holbein the Younger
Portrait of a Young Woman,ca. 1540�45,https://images.metmuseum.org/CRDImages/ep/web-large/DP280856.jpg,Hans Holbein the Younger
Portrait of a Man (Sir Ralph Sadler?),1535,https://images.metmuseum.org/CRDImages/ep/web-large/DP278970.jpg,Hans Holbein the Younger
"Lady Rich (Elizabeth Jenks, died 1558)",ca. 1540,https://images.metmuseum.org/CRDImages/ep/web-large/DP280377.jpg,Hans Holbein the Younger
"Edward VI (1537�1553), When Duke of Cornwall",ca. 1545; reworked 1547 or later,https://images.metmuseum.org/CRDImages/ep/web-large/DP164833.jpg,Hans Holbein the Younger
Peacocks,1683,https://images.metmuseum.org/CRDImages/ep/web-large/DP146481.jpg,Melchior d' Hondecoeter
Christ among the Doctors,1668,https://images.metmuseum.org/CRDImages/ep/web-large/DP147792.jpg,Abraham Hondius
"Portrait of a Woman, Said to Be Lady Agnes Anne Wrothesley",1791,https://images.metmuseum.org/CRDImages/ep/web-large/175483.jpg,Horace Hone
Portrait of a Man,ca. 1760,https://images.metmuseum.org/CRDImages/ep/web-large/175402.jpg,Nathaniel Hone
Interior with a Young Couple,probably ca. 1662�65,https://images.metmuseum.org/CRDImages/ep/web-large/DP145906.jpg,Pieter de Hooch
"Woman with a Water Pitcher, and a Man by a Bed",ca. 1667�70,https://images.metmuseum.org/CRDImages/ep/web-large/DP143173.jpg,Pieter de Hooch
Paying the Hostess,ca. 1670,https://images.metmuseum.org/CRDImages/ep/web-large/DP145406.jpg,Pieter de Hooch
The Visit,ca. 1657,https://images.metmuseum.org/CRDImages/ep/web-large/DP145400.jpg,Pieter de Hooch
A Woman and Two Men in an Arbor,ca. 1657�58,https://images.metmuseum.org/CRDImages/ep/web-large/DP143213.jpg,Pieter de Hooch
The Annunciation of the Death of the Virgin,ca. 1670,https://images.metmuseum.org/CRDImages/ep/web-large/DP145953.jpg,Samuel van Hoogstraten
Lady Hester King (died 1873),probably 1805,https://images.metmuseum.org/CRDImages/ep/web-large/DP167134.jpg,John Hoppner
Major Thomas Pechell (1753�1826),1799,https://images.metmuseum.org/CRDImages/ep/web-large/DP162152.jpg,John Hoppner
"Mrs. John Garden (Ann Garden, 1769�1842) and Her Children, John (1796�1854) and Ann Margaret (born 1793)",1796 or 1797,https://images.metmuseum.org/CRDImages/ep/web-large/DP164786.jpg,John Hoppner
"Mrs. Richard Bache (Sarah Franklin, 1743�1808)",1793,https://images.metmuseum.org/CRDImages/ep/web-large/DP162138.jpg,John Hoppner
"Mrs. Richard Brinsley Sheridan (Hester Jane Ogle, 1775/76�1817) and Her Son (Charles Brinsley Sheridan, 1796�1843)",,https://images.metmuseum.org/CRDImages/ep/web-large/DP169223.jpg,John Hoppner
"Mrs. Thomas Pechell (Charlotte Clavering, died 1841)",1799,https://images.metmuseum.org/CRDImages/ep/web-large/DP162153.jpg,John Hoppner
"Mrs. Whaley (died 1798, Isle of Man)",,https://images.metmuseum.org/CRDImages/ep/web-large/DP169992.jpg,George Chinnery
"Portrait of a Woman; (reverse, now covered by relining canvas) Study of a Child's Head",1790s,https://images.metmuseum.org/CRDImages/ep/web-large/DP162141.jpg,John Hoppner
"Richard Humphreys, the Boxer",,https://images.metmuseum.org/CRDImages/ep/web-large/DP167133.jpg,John Hoppner
The Sackville Children,1796,https://images.metmuseum.org/CRDImages/ep/web-large/DP169219.jpg,John Hoppner
A Musical Gathering at the Court of the Elector Karl Albrecht of Bavaria,1730,https://images.metmuseum.org/CRDImages/ep/web-large/DP-22706-001.jpg,Peter Jacob Horemans
Endymion Porter (1587�1649),ca. 1630,https://images.metmuseum.org/CRDImages/ep/web-large/DP327708.jpg,John Hoskins
"Portrait of a Man, Said to Be Philip Wharton (1613�1696), Fourth Baron Wharton",1648,https://images.metmuseum.org/CRDImages/ep/web-large/DP327709.jpg,John Hoskins
"Dr. Brian Walton (born about 1600, died 1661)",1657,https://images.metmuseum.org/CRDImages/ep/web-large/DP327710.jpg,John Hoskins
Still Life: A Basket of Grapes and Other Fruit,probably ca. 1635�45,https://images.metmuseum.org/CRDImages/ep/web-large/ep64.294.bw.R.jpg,Jacob van Hulsdonck
The Temptation of Saint Anthony,,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16063-001.jpg,Pieter Huys
"Madame Jacques-Louis Leblanc (Fran�oise Poncelle, 1788�1839)",1823,https://images.metmuseum.org/CRDImages/ep/web-large/DT1926.jpg,Jean Auguste Dominique Ingres
Edmond Cav� (1794�1852),1844,https://images.metmuseum.org/CRDImages/ep/web-large/DT1996.jpg,Jean Auguste Dominique Ingres
Head of Saint John the Evangelist,,https://images.metmuseum.org/CRDImages/ep/web-large/DT1997.jpg,Jean Auguste Dominique Ingres
Jacques-Louis Leblanc (1774�1846),1823,https://images.metmuseum.org/CRDImages/ep/web-large/DT403.jpg,Jean Auguste Dominique Ingres
"Madame Edmond Cav� (Marie-�lisabeth Blavot, born 1810)",ca. 1831�34,https://images.metmuseum.org/CRDImages/ep/web-large/DT1998.jpg,Jean Auguste Dominique Ingres
Odalisque in Grisaille,ca. 1824�34,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13728-001.jpg,Jean Auguste Dominique Ingres
Ingres (1780�1867) as a Young Man,ca. 1850�60,https://images.metmuseum.org/CRDImages/ep/web-large/DT1307.jpg,Laurence-Augustine Jub� H�quet (Madame H�quet)
The Reader,1790,https://images.metmuseum.org/CRDImages/ep/web-large/60103.jpg,Jean-Baptiste Isabey
Portrait of a Woman,ca. 1795,https://images.metmuseum.org/CRDImages/ep/web-large/DP327728.jpg,Jean-Baptiste Isabey
"Madame Jean-Baptiste Isabey (Jeanne Laurice de Salienne, died 1829)",ca. 1796�1800,https://images.metmuseum.org/CRDImages/ep/web-large/89160.jpg,Jean-Baptiste Isabey
Napol�on I (1769�1821),1810,https://images.metmuseum.org/CRDImages/ep/web-large/ep47.33.3.R.jpg,Jean-Baptiste Isabey
Napol�on I (1769�1821),1812,https://images.metmuseum.org/CRDImages/ep/web-large/DP327729.jpg,Jean-Baptiste Isabey
"Mrs. Rufus Prime (Augusta Temple Palmer, 1807�1840)",1828,https://images.metmuseum.org/CRDImages/ep/web-large/DT374621.jpg,Jean-Baptiste Isabey
Portrait of a Woman,ca. 1815,https://images.metmuseum.org/CRDImages/ep/web-large/159391.jpg,Jean-Baptiste Isabey
Napol�on I (1769�1821),,https://images.metmuseum.org/CRDImages/ep/web-large/64090.jpg,Jean-Baptiste Isabey
